difficulty,total_hours,enrolled,rating,institution,Label
beginner,29.0,0.0,4.7,Universidad Autónoma Metropolitana,5
intermediate,1.0,13802.0,4.1,University of Washington,-1
beginner,0.0,0.0,4.7,Coursera,-1
beginner,16.0,12852.0,4.6,,10
beginner,18.0,35287.0,4.6,Columbia University,10
beginner,23.0,10220.0,4.7,École Polytechnique Fédérale de Lausanne,15
beginner,11.0,28286.0,4.7,,15
intermediate,35.0,14893.0,4.8,University of Colorado System,2
beginner,21.0,0.0,4.7,,5
beginner,7.0,13097.0,4.2,University of Copenhagen,14
beginner,0.0,4370.0,4.1,EIT Digital ,-1
beginner,10.0,0.0,4.7,IBM,5
beginner,1.0,0.0,4.7,Google Cloud,-1
beginner,22.0,0.0,4.5,The University of Melbourne,-1
beginner,19.0,5472.0,4.8,ESSEC Business School,1
beginner,4.0,27535.0,4.7,Northwestern University,-1
intermediate,2.0,0.0,4.7,Coursera,3
beginner,0.0,0.0,4.7,Coursera,-1
intermediate,1.0,30235.0,4.5,University of Washington,-1
intermediate,17.0,4624.0,4.9,University of Colorado Boulder,-1
intermediate,14.0,0.0,4.7,IBM,4
beginner,10.0,7396.0,4.4,Novosibirsk State University ,14
intermediate,2.0,0.0,4.7,Coursera,3
beginner,1.0,0.0,4.7,Coursera,6
beginner,21.0,5208.0,4.5,École Polytechnique Fédérale de Lausanne,13
beginner,24.0,101950.0,4.8,Yale University,1
beginner,1.0,0.0,4.7,Google Cloud,-1
beginner,11.0,0.0,4.7,,5
beginner,21.0,311037.0,4.2,Duke University,-1
intermediate,25.0,0.0,4.7,Peter the Great St. Petersburg Polytechnic University,4
beginner,5.0,41405.0,4.5,The State University of New York,-1
beginner,16.0,23158.0,4.8,Universidad Austral,1
beginner,7.0,18259.0,4.6,Northwestern University,10
intermediate,2.0,17184.0,4.6,University of Washington,-1
intermediate,13.0,0.0,4.6,University of Colorado System,-1
beginner,5.0,2118.0,4.2,,14
beginner,10.0,3127.0,4.5,University of London,13
intermediate,1.5,0.0,4.7,Coursera,3
beginner,27.0,159223.0,4.8,University of Michigan,1
beginner,8.0,4821.0,4.9,,0
intermediate,21.0,3743.0,4.7,National Research Nuclear University MEPhI,8
beginner,45.0,154615.0,4.9,Yale University,0
beginner,34.0,5646.0,4.8,École Polytechnique Fédérale de Lausanne,1
intermediate,2.0,0.0,4.7,Coursera,3
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.0,0.0,4.7,Google Cloud,-1
beginner,10.0,10184.0,4.3,Nanjing University,14
beginner,2.0,5022.0,4.6,ESSEC Business School,10
beginner,6.0,0.0,4.7,University of Michigan,5
beginner,14.0,15544.0,4.3,Northwestern University,14
beginner,4.0,46540.0,4.5,Northwestern University,-1
beginner,17.0,9358.0,4.7,Arizona State University,15
intermediate,14.0,14280.0,3.9,Google Cloud,12
intermediate,28.0,12308.0,4.8,École normale supérieure,2
beginner,1.0,0.0,4.7,Coursera,6
beginner,11.0,11949.0,4.8,Universidad Nacional Autónoma de México,1
intermediate,27.0,2613.0,4.5,Karlsruhe Institute of Technology,12
beginner,9.0,99379.0,4.6,Universitat de Barcelona,10
beginner,32.0,0.0,4.7,Universidad Austral,5
beginner,25.0,16351.0,4.8,University of Zurich,1
intermediate,1.0,0.0,4.7,Coursera,3
beginner,1.5,0.0,4.7,Coursera,7
beginner,1.5,0.0,4.7,Coursera,7
beginner,1.0,0.0,4.7,Google Cloud,-1
beginner,7.0,3798.0,4.5,University of Colorado Boulder,13
intermediate,9.0,4761.0,4.3,University of California San Diego,12
beginner,16.0,10960.0,4.2,Universidad Austral,14
beginner,1.0,0.0,4.7,Coursera,6
intermediate,1.5,0.0,4.7,Coursera,3
beginner,16.0,3044.0,4.3,"University of Maryland, College Park",14
intermediate,10.0,25649.0,4.3,Emory University,12
beginner,13.0,3221.0,4.3,University of Amsterdam,14
beginner,15.0,3513.0,4.8,École des Ponts ParisTech,1
beginner,14.0,0.0,4.9,Pontificia Universidad Católica de Chile,-1
beginner,1.0,0.0,4.8,Google Cloud,-1
beginner,14.0,0.0,4.7,The Hong Kong University of Science and Technology,5
intermediate,19.0,2583.0,4.8,Shanghai Jiao Tong University,2
intermediate,32.0,8630.0,3.8,Unity,12
intermediate,19.0,7496.0,4.7,MongoDB Inc.,8
beginner,34.0,8613.0,4.6,École Polytechnique Fédérale de Lausanne,10
beginner,3.0,0.0,4.7,Coursera,-1
beginner,17.0,12724.0,4.6,University of California San Diego,10
intermediate,9.0,6247.0,4.8,The Hong Kong University of Science and Technology,2
intermediate,11.0,22146.0,4.9,Berklee College of Music,-1
intermediate,118.0,12236.0,4.2,HSE University,-1
beginner,11.0,0.0,4.7,"University of California, Irvine",5
intermediate,8.0,0.0,4.4,Google Cloud,-1
beginner,60.0,0.0,4.7,Coursera,5
intermediate,13.0,27709.0,4.9,Berklee College of Music,-1
beginner,9.0,6198.0,4.7,University of Florida,15
intermediate,15.0,13853.0,4.8,Berklee College of Music,2
beginner,10.0,34168.0,4.7,University of Virginia,15
beginner,24.0,49947.0,4.7,University of London,15
beginner,11.0,8204.0,4.6,Copenhagen Business School,10
beginner,6.0,161138.0,4.5,"University of California, Irvine",-1
beginner,26.0,14131.0,4.4,Duke University,14
beginner,11.0,60513.0,4.7,Erasmus University Rotterdam,15
beginner,14.0,27692.0,4.5,University of California San Diego,13
intermediate,28.0,51554.0,4.9,Eindhoven University of Technology,-1
intermediate,1.0,0.0,4.7,Coursera,3
intermediate,2.0,6253.0,4.7,Coursera,9
beginner,6.0,2445.0,4.6,"University of California, Irvine",10
beginner,10.0,4576.0,4.6,Intel,10
beginner,17.0,64166.0,4.8,Università Bocconi,1
beginner,10.0,0.0,4.7,IBM,5
intermediate,1.25,0.0,4.7,Coursera,3
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,1.5,8989.0,4.7,Coursera,9
beginner,26.0,34097.0,4.6,Wesleyan University,10
beginner,19.0,8627.0,4.8,,1
intermediate,18.0,4518.0,4.9,Eindhoven University of Technology,-1
beginner,31.0,9332.0,4.6,University of Michigan,10
beginner,37.0,29531.0,4.9,The University of Sydney,0
beginner,12.0,28715.0,4.8,Universiteit Leiden,1
beginner,12.0,49839.0,4.6,Autodesk,10
beginner,11.0,0.0,4.7,Sungkyunkwan University,5
beginner,24.0,59276.0,4.8,Berklee College of Music,1
beginner,11.0,20690.0,4.6,University at Buffalo,10
beginner,17.0,54056.0,4.9,University of Geneva,0
beginner,17.0,12343.0,4.8,Technion - Israel Institute of Technology,1
beginner,2.0,7619.0,4.7,Coursera,16
beginner,14.0,64501.0,4.8,Northwestern University,1
beginner,12.0,137894.0,4.7,University of Colorado Boulder,15
advanced,27.0,23114.0,4.3,HSE University,12
beginner,1.0,0.0,4.7,Coursera,6
beginner,2.0,0.0,4.7,Coursera,7
intermediate,90.0,3024.0,4.7,Coursera,8
intermediate,2.0,2668.0,4.7,Coursera,9
beginner,8.0,12711.0,4.7,IE Business School,15
beginner,12.0,1679.0,4.8,University of Illinois at Urbana-Champaign,1
intermediate,12.0,8787.0,4.7,EIT Digital ,8
beginner,20.0,20429.0,4.8,University of Illinois at Urbana-Champaign,1
beginner,26.0,0.0,4.7,Tecnológico de Monterrey,5
beginner,6.0,26430.0,4.8,University of Pennsylvania,1
beginner,11.0,42623.0,4.8,IBM,1
intermediate,7.0,0.0,4.0,"University of California, Irvine",-1
beginner,18.0,42930.0,4.8,Universiteit Leiden,1
beginner,28.0,70284.0,4.7,University of Colorado System,15
intermediate,12.0,2874.0,4.7,University of Nebraska,8
beginner,19.0,26553.0,4.7,University of Pennsylvania,15
beginner,14.0,6549.0,4.7,University of Illinois at Urbana-Champaign,15
beginner,14.0,35235.0,4.9,University of Toronto,0
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.0,1951.0,4.7,Coursera,16
beginner,1.0,0.0,4.7,Coursera,6
beginner,13.0,0.0,4.9,University of Pennsylvania,-1
intermediate,16.0,11731.0,4.5,EIT Digital ,12
intermediate,16.0,105800.0,4.8,University of Michigan,2
beginner,11.0,12612.0,4.5,LearnQuest,13
intermediate,14.0,10100.0,4.5,Korea Advanced Institute of Science and Technology(KAIST),12
beginner,15.0,17906.0,4.9,Universidad Nacional Autónoma de México,0
beginner,7.0,24421.0,4.6,Pohang University of Science and Technology,10
beginner,8.0,154463.0,4.8,,1
beginner,18.0,27145.0,4.8,Universiteit Leiden,1
intermediate,15.0,64565.0,4.8,Berklee College of Music,2
beginner,26.0,33503.0,4.7,University of Illinois at Urbana-Champaign,15
beginner,6.0,12044.0,4.3,High Tech High Graduate School of Education,14
beginner,7.0,0.0,4.4,Google Cloud,-1
intermediate,10.0,2601.0,4.8,Google Cloud,2
beginner,18.0,0.0,4.9,DeepLearning.AI,-1
intermediate,2.0,3074.0,4.7,Coursera,9
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,1.0,11685.0,4.7,Coursera,9
beginner,4.0,7456.0,4.6,University of Virginia,10
beginner,11.0,0.0,4.7,University of Michigan,5
beginner,18.0,24448.0,4.5,The University of Edinburgh,13
beginner,9.0,11800.0,4.6,University of Alberta,10
beginner,15.0,1659.0,4.7,Stanford University,15
intermediate,10.0,16888.0,4.2,Indian School of Business,12
beginner,28.0,2247.0,4.9,University of Michigan,0
beginner,19.0,31741.0,4.8,Universiteit Leiden,1
beginner,47.0,8488.0,4.2,Duke University,-1
intermediate,31.0,23642.0,4.7,Peking University,8
beginner,12.0,23373.0,4.8,Universidad Nacional Autónoma de México,1
beginner,27.0,2681.0,4.7,"University of Maryland, College Park",15
beginner,20.0,187660.0,4.7,Rice University,15
beginner,8.0,69706.0,3.9,University of Toronto,-1
intermediate,14.0,26971.0,4.6,University of Illinois at Urbana-Champaign,11
advanced,11.0,2482.0,4.8,Google Cloud,2
intermediate,75.0,0.0,4.7,Coursera,4
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,2.0,7065.0,4.7,Coursera,9
beginner,10.0,170068.0,4.7,University of Michigan,15
beginner,17.0,38398.0,4.6,Institut Mines-Télécom,10
beginner,21.0,9778.0,4.7,The University of Edinburgh,15
beginner,14.0,216669.0,4.7,Duke University,-1
beginner,16.0,25402.0,4.7,Imperial College London,15
intermediate,5.0,0.0,4.6,The Hong Kong University of Science and Technology,-1
beginner,5.0,9429.0,4.7,Yonsei University,15
beginner,15.0,20469.0,4.1,Rice University,14
beginner,23.0,46124.0,4.8,Technical University of Denmark (DTU),1
beginner,1.0,0.0,4.7,Coursera,6
advanced,2.0,4654.0,4.7,Coursera,9
beginner,11.0,33106.0,4.7,University of Colorado System,15
beginner,10.0,18787.0,4.7,Universidad Nacional Autónoma de México,15
intermediate,26.0,7020.0,4.8,HSE University,2
beginner,15.0,6095.0,4.5,University of Illinois at Urbana-Champaign,13
intermediate,2.0,9847.0,4.7,Coursera,9
beginner,1.0,2580.0,4.7,Coursera,16
beginner,10.0,81807.0,4.7,University of Pennsylvania,15
beginner,19.0,70102.0,4.4,The State University of New York,14
beginner,14.0,165058.0,3.3,The State University of New York,-1
intermediate,8.0,5904.0,4.7,Google Cloud,8
beginner,13.0,10701.0,4.8,Arizona State University,1
intermediate,23.0,22706.0,4.6,Rutgers the State University of New Jersey,11
advanced,1.5,0.0,4.7,Coursera,3
beginner,1.5,0.0,4.7,Coursera,7
beginner,19.0,10795.0,4.7,The University of Edinburgh,15
intermediate,10.0,2541.0,4.9,SAS,-1
intermediate,18.0,17574.0,4.7,HSE University,8
intermediate,16.0,6743.0,4.7,Moscow Institute of Physics and Technology,8
beginner,0.0,0.0,4.7,Coursera,-1
beginner,11.0,9521.0,4.7,Yonsei University,15
intermediate,7.0,0.0,4.7,LearnQuest,4
beginner,9.0,0.0,4.7,University of Illinois at Urbana-Champaign,5
intermediate,20.0,36630.0,4.6,"University of Maryland, College Park",11
beginner,15.0,0.0,4.7,IBM,5
beginner,20.0,124447.0,4.5,IBM,13
beginner,16.0,0.0,4.9,IBM,-1
intermediate,10.0,10361.0,4.7,University of Geneva,8
beginner,9.0,16521.0,4.8,University of Pennsylvania,1
beginner,23.0,0.0,4.9,(ISC)²,-1
beginner,18.0,83967.0,4.9,"Nanyang Technological University, Singapore",0
intermediate,2.0,0.0,4.7,Coursera,3
beginner,15.0,0.0,4.7,UBITS,5
intermediate,23.0,3749.0,4.7,The Chinese University of Hong Kong,8
intermediate,12.0,85714.0,4.8,University of Colorado Boulder,2
intermediate,37.0,25308.0,4.4,Moscow Institute of Physics and Technology,12
beginner,6.0,85929.0,4.2,University of Pennsylvania,-1
intermediate,18.0,39479.0,4.6,HEC Paris,11
beginner,1.0,0.0,4.7,Coursera,6
beginner,1.0,2609.0,4.7,Coursera,16
beginner,12.0,0.0,4.7,Universidad Austral,5
intermediate,24.0,1734.0,4.6,Imperial College London,11
beginner,9.0,33857.0,4.5,The State University of New York,13
beginner,17.0,0.0,4.3,University of Pennsylvania,-1
beginner,2.0,0.0,4.7,Coursera,7
beginner,0.0,0.0,4.7,Coursera,-1
beginner,1.0,2682.0,4.7,Coursera,16
beginner,19.0,40157.0,4.7,New York University,15
beginner,8.0,75101.0,4.6,Indian School of Business,10
beginner,3.0,14252.0,4.6,Universitat Autònoma de Barcelona,10
intermediate,14.0,207345.0,4.8,University of Virginia,2
beginner,29.0,0.0,4.7,UBITS,5
beginner,13.0,0.0,4.3,"University of California, Irvine",-1
beginner,12.0,25282.0,4.7,Universidad Nacional Autónoma de México,15
beginner,0.0,0.0,4.7,Universidad Nacional Autónoma de México,-1
beginner,24.0,31607.0,4.8,EDHEC Business School,1
intermediate,13.0,7424.0,4.7,LearnQuest,8
beginner,2.0,0.0,4.7,Coursera,7
beginner,6.0,15778.0,4.5,IE Business School,13
intermediate,26.0,73095.0,4.6,University of Michigan,11
beginner,12.0,0.0,4.7,University of Colorado Boulder,5
beginner,12.0,6651.0,4.8,Universidad de Palermo,1
beginner,11.0,28078.0,4.4,University of Minnesota,14
intermediate,1.2,0.0,4.7,Coursera,3
beginner,13.0,231066.0,4.7,University of Pennsylvania,-1
beginner,19.0,0.0,4.7,Universidad de los Andes,5
beginner,3.0,4259.0,4.5,Stanford University,-1
beginner,14.0,116345.0,4.7,University of California San Diego,15
beginner,1.0,3810.0,4.7,Coursera,16
beginner,25.0,20168.0,4.7,Copenhagen Business School,15
beginner,19.0,22838.0,4.8,University of Illinois at Urbana-Champaign,1
beginner,15.0,5682.0,4.8,École Polytechnique,1
intermediate,30.0,24921.0,4.2,University of Minnesota,12
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.0,0.0,4.7,Coursera,6
beginner,2.0,0.0,4.7,Coursera,7
beginner,12.0,0.0,4.6,LearnQuest,-1
intermediate,25.0,25140.0,4.8,University of Colorado Boulder,2
beginner,10.0,5185.0,4.3,Rutgers the State University of New Jersey,14
beginner,12.0,0.0,4.7,University of Colorado Boulder,5
intermediate,2.0,1582.0,4.7,Coursera,9
intermediate,2.0,3701.0,4.7,Coursera,9
intermediate,1.0,0.0,4.7,Coursera,3
beginner,78.0,30337.0,4.6,Pontificia Universidad Católica de Chile,10
beginner,13.0,0.0,4.7,Universidad Austral,5
beginner,13.0,38031.0,4.9,Yale University,0
beginner,1.0,2437.0,4.7,Coursera,16
beginner,19.0,1532.0,4.8,University of Illinois at Urbana-Champaign,1
beginner,16.0,0.0,4.7,Stanford University,5
intermediate,23.0,5117.0,4.6,"University of California, Davis",11
beginner,13.0,0.0,4.8,University of Toronto,-1
beginner,29.0,6400.0,4.7,Universiteit Leiden,15
beginner,23.0,51922.0,4.3,University of Amsterdam,14
beginner,2.0,0.0,4.7,Coursera,7
intermediate,16.0,0.0,4.7,LearnQuest,4
beginner,29.0,0.0,5.0,INSEAD,-1
beginner,31.0,30429.0,4.8,École Polytechnique Fédérale de Lausanne,1
beginner,5.0,89858.0,4.6,University of Alberta,10
beginner,30.0,2130.0,4.8,Technical University of Denmark (DTU),1
beginner,10.0,34115.0,4.8,Universidad Nacional Autónoma de México,1
beginner,20.0,0.0,4.7,Pontificia Universidad Católica de Chile,5
beginner,12.0,0.0,4.7,University of Colorado Boulder,5
beginner,19.0,4827.0,4.8,University of Illinois at Urbana-Champaign,1
beginner,29.0,8300.0,4.7,INSEAD,15
beginner,26.0,22140.0,4.7,The University of Melbourne,15
intermediate,13.0,7208.0,4.6,"University of California, Davis",11
beginner,14.0,35504.0,4.8,Utrecht University,1
intermediate,18.0,16858.0,4.9,University of Minnesota,-1
beginner,1.0,0.0,4.7,Coursera,6
beginner,2.0,0.0,4.7,Coursera,7
beginner,17.0,86514.0,4.8,Duke University,1
beginner,19.0,62888.0,4.7,University of Manchester   ,15
beginner,35.0,32680.0,4.8,École Polytechnique Fédérale de Lausanne,1
beginner,14.0,79250.0,4.9,,0
intermediate,1.0,0.0,4.7,Coursera,3
beginner,2.0,2989.0,4.7,Coursera,16
beginner,7.0,15143.0,4.7,University of New Mexico,15
intermediate,11.0,0.0,4.7,National Research Nuclear University MEPhI,4
beginner,20.0,1708.0,4.3,Berklee College of Music,14
beginner,20.0,18203.0,4.3,Unity,14
beginner,12.0,7158.0,4.2,University of Pennsylvania,14
beginner,13.0,20257.0,4.7,Universidad Nacional Autónoma de México,15
intermediate,21.0,10009.0,4.7,École Polytechnique Fédérale de Lausanne,8
intermediate,10.0,2186.0,4.5,Google Cloud,12
beginner,7.0,149613.0,4.6,University of Pennsylvania,10
beginner,29.0,34487.0,4.8,INSEAD,1
beginner,0.0,0.0,4.7,Coursera,-1
beginner,15.0,0.0,4.7,,5
beginner,15.0,13919.0,4.8,University of Minnesota,1
intermediate,19.0,25506.0,4.6,University of Michigan,11
intermediate,13.0,1818.0,4.4,University of Colorado System,12
intermediate,7.0,3698.0,4.8,Unity,2
beginner,1.0,0.0,4.7,Coursera,6
beginner,19.0,486843.0,4.7,The University of Edinburgh,-1
beginner,9.0,18258.0,4.4,Emory University,14
beginner,21.0,10730.0,4.7,University of London,15
beginner,14.0,5528.0,4.8,Universidade Estadual de Campinas,1
beginner,8.0,39718.0,4.7,University of New Mexico,15
beginner,13.0,126033.0,4.8,Case Western Reserve University,1
beginner,13.0,2604.0,4.3,University of Colorado Boulder,14
beginner,13.0,7387.0,4.6,University of Pennsylvania,10
beginner,18.0,13861.0,4.4,Peter the Great St. Petersburg Polytechnic University,14
intermediate,17.0,3069.0,4.9,University of Michigan,-1
intermediate,18.0,52365.0,4.6,University of Colorado Boulder,11
beginner,32.0,10547.0,4.8,HSE University,1
beginner,11.0,4077.0,4.9,Universidad Nacional Autónoma de México,0
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,10.0,0.0,4.3,Google Cloud,-1
beginner,6.0,0.0,4.7,"University of California, Irvine",5
beginner,8.0,17650.0,4.8,The University of North Carolina at Chapel Hill,1
beginner,11.0,58608.0,4.7,IE Business School,15
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,1.0,0.0,4.7,Coursera,3
beginner,2.0,0.0,4.7,Coursera,7
beginner,27.0,0.0,4.5,E-Learning Development Fund,-1
beginner,22.0,153258.0,4.7,"University of California, Davis",15
beginner,29.0,19440.0,4.9,Universidade de São Paulo,0
beginner,3.0,8895.0,4.5,Intel,-1
beginner,10.0,8792.0,4.7,University of London,15
beginner,22.0,8732.0,4.7,Rice University,15
beginner,17.0,247416.0,4.6,University of California San Diego,10
beginner,14.0,36111.0,4.9,IESE Business School,0
beginner,11.0,7300.0,4.4,IBM,14
beginner,2.0,0.0,4.7,Coursera,7
intermediate,2.0,0.0,4.7,Coursera,3
beginner,9.0,15953.0,4.7,University of Colorado System,15
intermediate,10.0,5686.0,4.6,Google Cloud,11
beginner,21.0,8238.0,4.7,Utrecht University,15
intermediate,2.0,2692.0,4.7,Coursera,9
beginner,4.0,6882.0,4.6,Icahn School of Medicine at Mount Sinai,10
beginner,7.0,210408.0,4.4,University of Virginia,-1
intermediate,10.0,0.0,4.2,Korea Advanced Institute of Science and Technology(KAIST),-1
beginner,13.0,78676.0,4.7,University of London,15
beginner,42.0,145596.0,4.9,Universidade de São Paulo,0
intermediate,2.0,0.0,4.7,Coursera,3
beginner,1.5,0.0,4.7,Coursera,7
intermediate,1.5,0.0,4.7,Coursera,3
beginner,15.0,0.0,4.7,University of Colorado Boulder,5
beginner,16.0,10797.0,4.8,University of Pennsylvania,1
beginner,18.0,14028.0,4.2,University of California San Diego,14
beginner,12.0,0.0,4.7,IBM,5
beginner,2.0,0.0,4.7,Coursera,7
intermediate,6.0,8012.0,4.6,Korea Advanced Institute of Science and Technology(KAIST),11
beginner,14.0,0.0,4.7,Universidad de los Andes,5
beginner,15.0,18534.0,4.6,The Hong Kong University of Science and Technology,10
beginner,15.0,53386.0,4.9,The University of North Carolina at Chapel Hill,0
beginner,8.0,2332.0,4.8,University of Colorado Boulder,1
intermediate,10.0,0.0,4.8,Google Cloud,-1
intermediate,11.0,3983.0,4.0,École Polytechnique,12
intermediate,2.0,0.0,4.7,Coursera,3
beginner,10.0,65002.0,4.7,California Institute of the Arts,15
beginner,10.0,2955.0,4.7,,15
beginner,26.0,6864.0,4.9,HSE University,0
intermediate,21.0,12919.0,4.6,University of Michigan,11
beginner,13.0,27909.0,4.2,Moscow Institute of Physics and Technology,14
intermediate,11.0,2063.0,4.6,Korea Advanced Institute of Science and Technology(KAIST),11
beginner,2.0,0.0,4.7,Coursera,7
beginner,11.0,2510.0,4.7,University of London,15
intermediate,23.0,11938.0,4.8,Universidade de São Paulo,2
beginner,18.0,14249.0,4.7,University of Minnesota,15
